#Motif Length = 20, p mutation = 0.001, iterations = 2
#Number of Seqs = 50
#Seq Length, Entropy
50, 1.6876342804429032
50, 0.9910646518985698
50, 1.0479664234791326
50, 1.142092889680938
50, 0.9077159433638018
50, 0.5651732741660562
50, 1.03041228066021
50, 0.8932070893217591
50, 1.826424986636543
50, 0.665423754281387
100, 1.6672673797688211
100, 1.755074570280085
100, 0.8841140545540274
100, 1.7657187673157424
100, 1.685123726423805
100, 1.1312639272008043
100, 0.5251732741660562
100, 1.3049801196552901
100, 0.6395563653739031
100, 2.795836928920815
150, 3.8702373635565324
150, 1.5868926100876695
150, 3.0687986906477858
150, 5.063048202503165
150, 1.6806260712305408
150, 1.5885408674463464
150, 2.7183754771162496
150, 2.4041874519693476
150, 1.42970194626422
150, 2.331214379458553
200, 1.6109876130686926
200, 1.412993361985512
200, 3.488619481642209
200, 2.578998161048398
200, 2.0259415984372797
200, 3.0280906846029305
200, 0.9510646518985697
200, 1.600911892028445
200, 3.2564837648540736
200, 1.629886694051453
250, 11.772286080626124
250, 2.011314346825446
250, 7.819289233955256
250, 10.522269448722911
250, 2.695601692431569
250, 4.249137879181852
250, 2.2193636982947686
250, 2.0086522069780157
250, 2.0116428296929114
250, 5.898833097313008
300, 2.3721852199358375
300, 3.8717898490105425
300, 2.4328171360278654
300, 7.784503488211502
300, 3.891537923156694
300, 8.963519858087768
300, 26.31413188025631
300, 1.6509594331583686
300, 2.5022529448256425
300, 1.7930421147213167
350, 37.898928436185074
350, 30.717868103683877
350, 2.9395305434147323
350, 5.765612687733418
350, 36.88623430018278
350, 2.519292452433721
350, 6.821594863067752
350, 11.603267262291817
350, 2.582838071802346
350, 37.2050993655052
400, 5.108353657404133
400, 13.26934499450176
400, 5.070961158200461
400, 2.4488820280090997
400, 2.6983093116424817
400, 2.2625895068004764
400, 2.1022088000530825
400, 4.99517570117168
400, 5.871351343860882
400, 22.834988123315963
450, 4.404650932712663
450, 7.477927107742754
450, 9.031010033882787
450, 10.384466345883922
450, 34.79110987732043
450, 5.23981638283722
450, 19.50203956851425
450, 19.209499228252916
450, 36.69991887549438
450, 8.0400234503648
500, 6.673097688867294
500, 37.55048243413086
500, 6.386352570102914
500, 12.683949766594882
500, 37.694341862713365
500, 8.340965538096025
500, 5.056016012121102
500, 14.225879365999557
500, 27.64821714904455
500, 37.0479802815196
550, 36.77029747630461
550, 8.948742115025999
550, 3.4917878999357783
550, 35.3920342344595
550, 5.737579871516071
550, 7.419013898428806
550, 26.277367314963527
550, 3.382767616310054
550, 3.969289345420614
550, 4.163692589615352
600, 35.04713274566596
600, 26.477806992286666
600, 28.186178569095198
600, 9.659046420360859
600, 28.368680737140632
600, 4.2057688003690075
600, 22.981044718949388
600, 36.75775291178521
600, 15.899003563586437
600, 22.784282773572095
650, 6.379269326375093
650, 8.569071026474953
650, 17.760869851470076
650, 7.269352329623055
650, 38.116770568150166
650, 35.61090438607834
650, 21.85367003373901
650, 6.165551605210318
650, 8.458213604680068
650, 6.427882232600261
